catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin
100,4380,Ford Rear Bumper 8 inch Drop 1992-1998 All Models Excluding '97-'98 F150,Performance Tuners/Superchips Performance Chips/Gas,4380,Gage,,0,430,0,0,0,0,986,0,,100,1,0,10/27/2010,,"Heavy duty rear replacement bumper for your Ford truck 1992 through 1998 models (excluding '97-'98 F150). Rear bumper is constructed with schedule 40, 4 inch pipe with the ranch hand style diamond plate skirting. This bumper has the same high quality, high gloss black powder coat finish as our front end replacements and is available in 8 inch drop (best option, retains factory hitch) or a 10 inch drop with an optional bolt on receiver* when no factory receiver is present. These heavy duty rear bumpers allow you to back up to your trailer with confidence that you won't beat up your truck or that flimsy factory bumper.","ford, 1992, 1993, 1994, 1995, 1996, 1997, 1998, bumper",0,assets/images/43802_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17913.jpg,assets/images/43801.jpg,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Sam,7/2/2014 11:12,Easy Install - uses factory bolt holes.,No cutting or welding required.,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
102,2257P,Dodge Ram 2500 3500 Front End Replacement Bumper 2010-2015,Tool Boxes/RKI@Tool Boxes/RKI/Crossboxes/M Series,2257P,Gage,Ranger,0,855,0,0,775,0,973,0,,200,1,0,10/14/2010,Dodge Ram 2500 3500 Front End Replacement Bumper 2010-2015,"Heavy Duty Front End Replacement Bumper for your Dodge full size pickup truck. Constructed from heavy duty steel. High gloss black powder coat finish. Easily installs to your truck front frame using factory bolt holes. No cutting or welding required.   Bumper additional options include: front receiver hitch, factory fog light adapter and heavy duty winch mounts.",dodge 2010 bumper,0,assets/images/2010-currentdodgehdfrontend_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17902.jpg,assets/images/2010-currentDodgeHDFrontEnd2.jpg,assets/images/2257P.jpg,assets/images/2257P2.jpg,,,,0,,,,,,,,,0,0,,0,,1,0,0,0,0,0,0,Sam,6/15/2015 18:36,Easy Install - uses factory bolt holes.,No cutting or welding required.,"Heavy Duty 40, 4 inch pipe",Heavy Duty Uprights,ranch hand style diamond plate skirting,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
103,2230P,Dodge Ram 1500 Front End Replacement Bumper 2002 - 05,Tool Boxes/RKI/Crossboxes/M Series,2230P,Gage,Ranger,0,855,0,0,775,0,990,0,,200,1,0,10/14/2010,,"Heavy Duty Front End Replacement Bumper for your 2002 through 2005 Dodge Ram 1500 full size pickup truck. Constructed from heavy duty steel. High gloss black powder coat finish. Easily installs to your truck front frame using factory bolt holes. No cutting or welding required.   Bumper additional options include: front receiver hitch, factory fog light adapter and heavy duty winch mounts.","dodge, 2003, 2004, 2005, bumper",0,assets/images/dodge02-051500ramfrontendreplacementwithreceiver_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17909.jpg,assets/images/gagebumpers1222/2238p-dodge-front-bumper.jpg,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Sam,5/2/2013,Easy Install - uses factory bolt holes.,No cutting or welding required.,"Heavy Duty 40, 4 inch pipe",Heavy Duty Uprights,ranch hand style diamond plate skirting,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
104,2108,Chevy 2500 3500 Silverado Bull-Nose Bumper 2003-2007 CL,Front End Replacement Bumpers/Chevy@Front End Replacement Bumpers@Front End Replacement Bumpers/Warn Front Bumpers@$25 Off Front Replacement Bumpers@$50 Off Bumper Combo Promo,2108,Gage,Ranger,0,719,0,0,0,0,996,0,,200,1,0,10/14/2010,,Heavy Duty Front End Replacement Bumper for your 2003 through 2007 Classic body style Chevy 2500/3500 Silverado Classic full size pickup truck. Constructed from heavy duty steel. High gloss black powder coat finish. Easily installs to your truck front frame using factory bolt holes. No cutting or welding required. Bumper standard option include: front receiver hitch.,"chevy, 2003, 2004, 2005, 2006, 2007, bumper, replacement, classic, 1500, silverado, bullnose",0,assets/images/2108_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17924.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,Sam,6/15/2015 18:17,Easy Install - uses factory bolt holes.,No cutting or welding required.,"Heavy Duty 40, 4 inch pipe",Heavy Duty Uprights,ranch hand style diamond plate skirting,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
106,17907,Ford 99-03 Magnaflow Exhaust Sys Turbo-back 5in Pro Perf Series 17907,Front End Replacement Bumpers/Ford@Front End Replacement Bumpers@Front End Replacement Bumpers/Warn Front Bumpers@$25 Off Front Replacement Bumpers@$50 Off Bumper Combo Promo,17907,MagnaFlow,,0,643.97,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN> <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in./5in.</SPAN> <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/17907-ford-magnaflow-exhaust-system_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17974.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,6/19/2013,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 7.3L DIESEL, F250/350 Superduty, Crew/Extended Cab, Short/Long Bed, 5in Turbo-Back, SINGLE SYSTEM",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
107,17979,Ford 99-03 Magnaflow Exhaust Sys Turbo-back 4in Pro Perf Series 17979,Front End Replacement Bumpers/Chevy@Front End Replacement Bumpers@$25 Off Front Replacement Bumpers@$50 Off Bumper Combo Promo,17979,MagnaFlow,,0,510.35,0,0,0,0,998,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in.</SPAN> <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17979_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17989.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,11/25/2012,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 7.3L DIESEL, F250/350 Superduty, Crew Cab, Short/Long Bed, Extended Cab Long Bed, TURBO BACK, 4 in. Turbo-Back, Single System",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
108,17922,Ford 05-07 Magnaflow Exhaust Sys Turbo-back 4in Pro Perf Series 17922,Front End Replacement Bumpers/Ford@Front End Replacement Bumpers@$25 Off Front Replacement Bumpers@$50 Off Bumper Combo Promo,17922,MagnaFlow,,0,552.9,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17922_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17972.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,4/22/2013,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.0L DIESEL, F250/350 Superduty, Crew Cab Short/Long Bed, Extended Cab Long Bed, Harley-Davidson, 4 in. Turbo-Back, SINGLE SYSTEM",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
109,17978,Ford 03-04 Magnaflow Exhaust Sys Turbo-back 4in Pro Perf Series 17978,Winches@Grill Guards,17978,MagnaFlow,,0,552.89,0,0,0,0,998,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17922_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17970.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,6/19/2013,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.0L DIESEL, F250/350 Superduty, Crew Cab Short/Long Bed, Extended Cab Long Bed, Harley-Davidson 4 in. Turbo-Back, SINGLE SYSTEM",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
110,17983,Ford 08-10 MagnaFlow Filter-Back 4in Pro Per Series Exhaust Sys 17983,UTV,17983,MagnaFlow,,0,432.97,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in.</SPAN> <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Filter-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17983_thumbnail.jpg,assets/images/magnaflow/magnaflowexhaustpartnumber17927.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Administrator,1/24/2011,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.4L DIESEL, F250/350 SUPERDUTY, CREW/EXTENDED CAB, SHORT/LONG BED 4in System,Particulate Filter-Back, 5in Inter-Cooled Tip,Single Side Exit",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
111,17984,Ford 08-10MagnaFlow Filter-Back 5in Pro Perf Series Exhaust Sys 17984,Wheels@Wheels/V-TEC,17984,MagnaFlow,,0,409.8,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 5in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Filter-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17984_thumbnail.jpg,assets/images/frontierchevy2011frontendreplacement-partnumber300-21-1005.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,11/25/2012,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.4L DIESEL, F250/350 SUPERDUTY, CREW/EXTENDED CAB, SHORT/LONG BED 5in System,Particulate Filter-Back, 6in Inter-Cooled Tip,Single Side Exit",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
112,17911,Chevy 07 1 2-10 Magnaflow Exhaust Sys Fltr-Bk 4in Pro Perf Series 17911,Steps/Frontier/Ford@Front End Replacement Bumpers/Ranch Hand Front Bumpers/Winch-Ready Front Bumpers/Chevy@Rear Replacement Bumpers/Ranch Hand Rear Bumpers/Dually's/Chevy@Rear Replacement Bumpers/Ranch Hand Rear Bumpers/Sport Series/Dodge,17911,MagnaFlow,,0,407.14,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<span style=""font-weight: bold;"">MagnaFlow's PRO Performance</span> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<br> <ul style=""color: rgb(0, 0, 0);""> <li><span style=""font-size: 10pt;"">Material: 100% Stainless Steel</span>  </li><li><span style=""font-size: 10pt;"">Tubing O.D. Size: 4in.</span>  </li><li><span style=""font-size: 10pt;"">System Type: Filter-Back</span>  </li><li> <div><span style=""font-size: 10pt;"">Single/Dual: Single</span></div> </li><li> <div><span style=""font-size: 10pt;"">Exit Position: Rear Side Exit</span></div></li></ul> <div><span style=""font-weight: bold;"">Features and Benefits:</span></div> <div>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <br></div>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17911_thumbnail.jpg,assets/images/300-20-7005.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,mmeixner123,2/16/2011,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.6L Diesel, Silverado 2500HD/3500 Crew/Extended Cab, Short/Long Bed 4in System,Particulate Filter-Back,Muffler-Delete Pipe, 5in Inter-Cooled Tip,Single Side Exit",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
113,17913,Chevy 07 1 2 -10 Magnaflow Exhaust Sys Fltr-Bk 5in Pro Per Series 17913,Grill Guards/Chevy@Grill Guards/Ranch Hand Grill Guards/Chevy@ranch hand widget products@Grill Guards@Grill Guards/Ranch Hand Grill Guards,17913,MagnaFlow,,0,383.78,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 5in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Filter-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17913_thumbnail.jpg,assets/images/300-20-7009(2).jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,11/25/2012,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"V8 6.6L Diesel, Silverado 2500HD/3500 Crew/Extended Cab, Short/Long Bed 5in System,Particulate Filter-Back,Muffler-Delete Pipe, 6in Inter-Cooled Tip,Single Side Exit",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
114,17902,Chevy 01-07 Magnaflow Exhaust Sys Turbo-back 4in Pro Per Series 17902,Grill Guards/Chevy@Grill Guards/Ranch Hand Grill Guards/Chevy@Grill Guards@Grill Guards/Ranch Hand Grill Guards,17902,MagnaFlow,,0,520.4,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 4in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17902_thumbnail.jpg,assets/images/300-20-30092.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,11/25/2012,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"<DIV>V8 6.6L DIESEL, Silverado 2500HD/3500 Crew Cab, Short Bed (78 in. Bed Length) 4 in. Turbo-Back, SINGLE SYSTEM</DIV> <DIV>&nbsp;</DIV> <DIV><SPAN style=""COLOR: #ff0000""><STRONG>Front-Pipe Back System</STRONG></SPAN></DIV>",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
115,17909,Chevy 01-07 Magnaflow Exhaust Sys Turbo-back 5in Pro Per Series 17909,Grill Guards/Chevy@Grill Guards/Ranch Hand Grill Guards/Chevy@Grill Guards@Grill Guards/Ranch Hand Grill Guards@Grill Guards/GMC,17909,MagnaFlow,,0,604.94,0,0,0,0,999,0,,13,1,0,10/14/2010,,"<SPAN style=""FONT-WEIGHT: bold"">MagnaFlow's PRO Performance</SPAN> diesel systems are our entry-level performance diesel system featuring a 100% stainless steel muffler and mandrel-bent stainless steel tubing. Optional diesel tips are sold separately.<BR> <UL style=""COLOR: rgb(0,0,0)""> <LI><SPAN style=""FONT-SIZE: 10pt"">Material: 100% Stainless Steel</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">Tubing O.D. Size: 5in.</SPAN>  <LI><SPAN style=""FONT-SIZE: 10pt"">System Type: Turbo-Back</SPAN>  <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Single/Dual: Single</SPAN></DIV> <LI> <DIV><SPAN style=""FONT-SIZE: 10pt"">Exit Position: Rear Side Exit</SPAN></DIV></LI></UL> <DIV><STRONG>Features and Benefits:</STRONG></DIV> <DIV>This MagnaFlow PRO Performance Diesel Exhaust system comes with a Lifetime Warranty. Systems are dyno-tested and proven to create power performance gains in horsepower and torque. You'll enjoy great sound with&nbsp; with this system as it emits a smooth deep tone, unmistakable to MagnaFlow Exhaust systems. <BR></DIV>",,0,assets/images/magnaflow/magnaflowexhaustpartnumber17909_thumbnail.jpg,assets/images/frontierbumpers/frontierchevy01-02hdfrontendreplacementpartnumber300-20-1005.jpg,,,,,,,0,,,,,,,,,0,0,,0,,0,0,0,1,0,0,0,Sam,4/22/2013,Easy to install,Includes Mandrel-Bent,All Welded,Built To Last,Lifetime Warranty,,"<DIV>V8 6.6L DIESEL, Silverado 2500HD/3500 Crew Cab, Short Bed (78 in. Bed Length) 5in Turbo-Back, SINGLE SYSTEM</DIV> <DIV>&nbsp;</DIV> <DIV><SPAN style=""COLOR: #ff0000""><STRONG>Front-Pipe Back System</STRONG></SPAN></DIV>",,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,,-1,0,,0,0,Contact Us,,,0,0,0,0,0,0,,0,
